subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft
12,40,23,52,56,49,45,19,58,49,46,87,44,64,44,40,50,0
12,24,50,43,22,66,57,42,31,36,41,45,49,86,59,44,48,0
12,21,40,61,55,39,32,61,51,37,39,53,77,42,63,43,74,0
12,51,39,44,26,16,61,39,34,68,28,32,35,61,49,67,45,0
12,56,44,17,37,53,48,64,33,22,66,66,55,59,45,62,51,0
12,42,44,84,45,59,57,55,40,64,33,46,51,29,62,28,36,1
12,48,27,58,33,25,56,28,23,41,49,33,58,38,77,42,40,0
12,20,22,59,46,40,23,35,47,37,30,51,62,55,53,61,23,0
12,62,31,56,64,34,75,49,38,35,20,33,38,43,45,72,41,0
12,75,84,56,49,36,54,49,62,63,37,71,59,39,44,29,47,1
12,44,43,18,70,52,39,56,38,55,59,49,45,86,65,32,49,0
12,34,48,40,77,62,69,37,60,54,58,32,34,16,56,47,57,1
12,43,84,39,40,50,57,40,49,60,22,35,44,38,30,70,36,1
12,39,40,46,62,55,69,38,25,74,48,54,82,53,66,51,33,0
12,54,73,68,45,37,42,74,52,40,35,39,38,61,74,33,39,0
12,65,24,68,51,57,60,63,35,64,37,36,46,62,17,29,48,1
12,49,50,21,60,50,70,42,35,72,66,35,42,80,46,65,56,0
12,59,49,28,47,44,59,58,79,85,75,59,38,49,69,69,52,0
12,19,47,46,37,16,47,20,52,53,35,49,66,34,62,27,31,0
12,40,62,63,60,58,49,20,56,26,64,56,23,25,29,44,50,1
12,72,61,64,36,40,40,74,40,79,72,73,60,32,70,76,52,0
12,51,29,73,42,54,39,29,58,63,23,66,50,62,62,69,68,0
12,42,59,42,65,67,53,35,26,44,77,78,75,50,55,45,45,0
12,77,41,50,29,37,36,33,38,52,25,61,65,35,56,61,61,0
12,22,42,64,36,44,68,60,42,28,63,40,27,19,40,29,50,1
12,62,20,47,43,60,67,34,41,54,25,23,45,56,23,30,27,1
12,62,47,44,51,17,42,37,25,33,39,32,53,53,43,74,66,0
12,69,37,20,49,40,53,39,54,59,85,49,40,43,57,43,65,0
12,64,50,42,56,17,47,34,39,67,55,41,49,59,27,55,78,0
12,35,76,62,73,61,51,68,86,66,73,30,64,50,40,56,57,1
12,20,55,37,19,31,37,59,53,67,54,48,41,55,27,65,28,0
12,50,90,58,38,63,58,62,51,37,21,39,70,56,57,59,50,1
12,27,61,54,50,54,78,67,44,51,54,37,39,32,64,63,22,1
12,48,20,68,64,57,53,62,47,56,59,50,34,54,22,22,38,1
12,58,41,59,51,31,67,24,38,26,47,28,27,22,34,65,42,1
12,27,55,42,45,67,39,75,49,39,56,28,25,28,69,41,31,1
12,44,46,49,48,74,69,63,29,55,79,75,55,77,40,65,45,0
12,52,68,35,69,73,87,55,70,83,49,51,43,50,47,37,64,1
12,51,66,30,34,23,28,38,52,36,49,45,61,74,63,47,28,1
12,39,77,46,66,67,59,46,39,65,40,32,24,61,42,51,34,0
12,55,67,68,22,59,68,53,62,47,66,46,25,49,72,34,35,1
12,39,57,63,32,21,35,53,49,46,45,60,79,48,44,66,36,0
12,63,49,23,49,76,50,40,60,78,68,66,46,73,68,57,34,0
12,64,61,46,45,48,32,68,78,68,50,85,51,58,64,86,54,0
12,77,39,43,60,40,31,55,43,54,22,20,37,32,36,63,46,0
12,55,41,78,71,39,42,51,41,59,52,53,73,50,50,91,71,0
12,33,50,20,53,42,60,30,27,31,45,44,78,38,55,57,49,0
12,31,53,31,64,60,63,66,67,35,38,68,34,56,38,28,59,1
12,54,29,75,48,35,31,52,45,21,24,28,34,60,22,56,49,1
12,50,43,33,34,81,58,37,48,60,67,29,69,49,68,55,73,0
12,57,70,46,32,27,41,32,29,47,58,41,61,41,69,66,26,0
12,36,43,67,40,65,73,55,66,62,85,63,51,76,83,50,50,0
12,77,48,50,50,76,74,36,67,38,31,47,76,30,57,57,58,1
12,51,39,55,16,37,38,50,65,36,59,51,43,74,44,71,41,0
12,18,47,50,65,28,27,31,46,52,59,27,50,53,81,38,42,0
12,17,35,42,45,35,68,48,47,37,48,50,67,23,61,67,65,0
12,55,24,68,41,36,59,60,30,33,43,55,32,15,57,20,39,1
12,47,33,70,41,29,50,26,43,72,39,68,63,61,49,45,28,0
12,41,54,55,82,42,32,52,40,67,35,61,83,57,53,42,68,0
12,62,55,50,35,74,48,66,27,81,61,30,63,79,55,62,61,0
12,37,51,38,59,49,67,75,70,33,42,40,66,50,70,44,23,1
12,59,64,64,61,31,47,31,38,38,80,65,59,59,79,59,48,0
12,61,58,25,58,39,39,25,48,75,44,70,46,44,53,64,33,1
12,46,88,55,41,74,48,60,59,32,53,56,61,56,47,70,25,1
12,52,60,29,62,28,43,42,68,46,47,84,67,45,75,48,52,0
12,67,72,43,30,38,55,52,63,56,21,37,38,43,34,68,42,0
12,60,60,28,36,24,59,35,48,33,71,73,45,42,63,57,43,0
12,44,45,51,31,50,32,35,78,38,60,75,52,70,35,43,65,0
12,42,31,48,17,60,39,49,24,61,29,37,39,42,53,77,53,0
12,43,35,52,31,18,32,64,54,40,61,55,43,76,46,59,32,1
12,59,54,28,23,64,38,45,53,74,52,49,42,50,35,74,68,0
12,67,34,45,30,61,34,25,43,62,36,62,40,33,59,53,73,0
12,59,39,15,44,40,21,47,34,49,34,56,56,66,32,67,30,0
12,37,61,54,35,42,65,24,58,47,51,69,38,60,82,62,37,0
12,49,62,77,75,74,58,40,81,39,71,49,40,57,79,54,45,1
12,55,39,41,48,70,36,68,29,61,67,66,29,57,48,72,77,0
12,18,50,59,49,36,54,43,66,21,37,48,26,62,45,27,24,1
12,64,18,37,49,27,48,42,61,62,53,48,34,53,86,48,55,0
12,74,51,55,84,88,55,48,72,36,45,74,42,43,70,69,60,1
12,54,52,73,58,52,76,92,54,64,33,69,66,49,57,33,55,1
12,68,49,32,63,51,38,45,71,50,16,56,30,59,45,42,36,1
12,39,47,30,34,36,48,51,75,43,55,69,65,71,59,58,23,0
12,61,15,40,40,55,50,28,41,65,39,50,38,83,56,38,43,0
12,34,71,45,37,66,45,68,42,44,50,30,23,30,38,72,41,1
12,35,38,76,37,40,31,47,29,45,53,84,63,31,44,52,48,0
12,52,51,57,30,77,66,42,56,77,54,62,91,41,59,62,59,0
12,51,25,65,50,69,64,61,37,39,24,66,48,24,48,38,55,0
12,48,34,26,45,70,63,65,39,57,36,35,28,18,24,41,60,1
12,35,50,71,59,53,50,25,31,36,28,41,37,33,19,66,26,0
12,31,57,66,73,36,55,50,62,64,56,85,48,74,42,72,68,0
12,36,60,65,53,24,71,61,59,70,90,60,73,54,65,51,46,0
12,69,53,38,32,32,67,64,45,35,71,44,67,59,60,78,56,0
12,45,17,69,49,33,38,51,36,71,31,63,42,67,41,48,56,0
12,42,67,41,39,40,45,31,16,44,54,26,40,57,42,76,63,0
12,59,47,26,43,65,29,26,29,56,28,75,51,37,57,48,43,0
12,54,47,35,81,59,32,55,66,51,63,72,75,35,75,66,82,0
12,77,41,58,74,66,46,61,82,26,43,67,45,69,64,47,55,1
12,43,38,26,64,64,63,61,35,64,52,43,66,55,68,90,50,0
12,45,31,31,33,69,36,60,53,66,29,50,71,52,60,63,37,0
12,35,69,58,21,51,46,43,50,19,36,56,43,35,31,55,20,1
12,46,73,56,32,55,23,39,37,35,57,46,81,75,54,49,54,0
12,46,44,56,74,26,70,50,47,40,50,52,22,72,40,30,34,0
12,53,33,68,51,39,31,29,27,37,41,73,45,62,27,59,64,0
12,37,61,55,61,60,82,71,85,70,60,51,54,62,68,29,39,1
12,51,59,66,49,48,80,44,83,59,58,52,62,60,29,31,65,1
12,66,69,66,79,45,61,48,36,52,44,57,44,22,59,68,34,1
12,46,41,31,53,67,40,80,46,67,40,75,54,62,65,43,80,1
12,70,17,41,35,29,41,38,28,38,48,48,57,72,56,23,34,0
12,17,31,38,54,47,65,32,52,65,55,29,41,62,73,37,51,0
12,69,45,80,43,59,46,40,52,36,40,39,46,32,35,58,74,0
12,58,31,62,43,48,68,47,74,56,61,50,82,59,80,40,69,0
12,58,63,42,21,61,30,57,39,46,37,31,30,33,68,40,16,1
12,33,33,53,24,38,33,59,63,79,50,56,34,62,49,33,52,1
12,44,39,25,63,42,46,67,28,54,70,74,60,57,30,41,46,1
12,59,53,26,63,30,49,26,45,68,48,53,23,56,48,67,63,0
12,41,37,26,71,59,38,32,44,62,72,42,61,62,32,62,35,0
12,63,46,43,47,32,71,67,67,75,51,53,82,41,72,78,76,0
12,46,52,68,30,63,36,35,62,25,50,30,36,26,58,64,28,0
12,18,20,18,34,38,44,53,55,55,28,41,24,41,61,52,61,0
12,37,58,68,26,61,47,27,45,44,70,40,66,77,49,42,54,0
12,56,34,31,27,61,54,57,28,55,82,47,55,52,34,34,66,1
12,46,36,81,62,61,59,40,66,50,57,44,43,65,50,15,43,1
12,61,51,39,42,44,46,83,50,39,40,64,74,74,64,67,78,0
12,58,82,84,61,70,49,67,37,50,38,50,58,65,76,58,32,1
12,69,42,57,53,48,20,61,47,39,38,33,50,66,49,17,35,1
12,35,15,51,33,40,29,26,60,34,38,54,43,77,37,61,37,1
12,62,30,49,20,51,43,38,23,56,68,58,45,28,35,45,69,0
12,15,21,42,39,53,47,54,19,53,41,19,42,63,33,62,62,0
12,25,24,45,32,64,37,30,15,24,35,31,69,41,59,49,47,0
12,27,50,47,55,65,42,56,18,52,73,52,44,51,26,55,72,0
12,59,57,64,32,46,20,50,48,72,46,84,48,38,52,59,59,0
12,48,53,65,55,73,35,56,31,58,37,33,44,63,21,27,49,0
12,61,56,57,78,53,51,23,55,53,50,44,69,47,20,24,51,1
12,50,61,41,31,74,65,68,58,48,38,64,37,52,70,25,49,1
12,75,58,67,59,41,53,74,87,60,81,57,39,55,41,33,59,1
12,26,59,29,33,56,34,48,22,33,64,38,55,52,71,36,38,0
12,46,63,78,44,82,65,61,40,57,66,45,64,52,34,64,26,1
12,31,69,29,55,25,39,23,36,29,70,55,34,62,37,45,57,0
12,48,25,47,39,49,45,46,81,57,24,33,59,42,33,18,29,0
12,44,58,29,62,77,66,57,63,56,59,50,36,55,16,39,51,1
12,36,53,67,32,36,54,68,33,30,31,56,45,22,17,46,50,1
12,30,52,59,45,40,39,29,72,32,33,70,73,48,65,55,56,1
12,37,68,28,51,62,36,60,49,78,61,61,57,61,26,48,67,0
12,63,37,59,48,41,75,28,50,29,50,56,43,20,61,41,30,0
12,40,44,78,38,61,44,74,58,37,40,51,18,68,39,45,62,1
12,49,35,58,79,57,42,64,35,48,68,59,35,34,20,38,39,1
12,71,36,54,82,70,77,58,54,62,63,44,43,69,39,29,70,1
12,77,53,60,36,60,48,82,51,49,25,49,41,54,38,71,63,1
12,85,42,47,55,66,42,56,47,56,43,44,34,73,39,26,38,1
12,27,35,29,59,60,24,41,54,78,58,30,60,43,62,51,34,0
12,54,81,43,56,48,53,71,32,47,72,55,49,20,33,39,43,0
12,63,54,36,58,32,59,38,73,79,61,72,44,69,83,44,51,0
12,56,58,76,81,49,38,69,71,28,53,51,45,63,61,76,47,1
12,38,59,66,43,55,23,37,31,45,78,33,56,42,70,68,46,0
12,58,45,44,78,53,69,54,32,73,73,64,65,41,50,62,91,0
12,52,43,42,38,68,15,50,59,76,52,57,55,31,59,39,64,0
12,40,31,75,49,48,51,26,47,20,42,37,35,62,25,48,16,1
12,40,42,41,44,55,77,54,26,52,39,61,63,40,81,53,67,0
12,37,56,75,60,54,41,54,26,35,39,19,37,58,26,48,60,1
12,43,62,70,30,42,60,62,39,71,36,36,49,54,22,28,33,1
12,50,74,31,70,57,49,41,33,23,40,49,54,40,34,16,63,1
12,69,41,58,91,57,61,47,52,43,23,48,66,34,58,59,53,1
12,58,65,38,51,58,20,61,61,50,52,74,68,87,66,37,63,0
12,42,41,56,84,43,53,38,44,71,42,43,21,42,49,31,29,1
12,31,46,75,58,58,69,55,40,41,58,17,52,50,36,28,62,1
12,39,75,55,34,49,69,62,51,61,49,60,72,52,53,72,96,0
12,29,37,75,50,37,28,43,31,49,43,76,35,34,62,57,44,0
12,55,30,65,65,54,71,36,38,57,65,48,39,90,53,65,73,0
12,47,34,45,17,43,28,48,66,54,35,63,62,53,58,67,24,0
12,73,35,50,29,58,60,48,68,41,17,65,35,45,49,37,58,0
12,46,40,64,69,44,55,77,30,28,52,24,31,51,62,55,57,0
12,61,35,19,54,33,20,34,26,41,36,37,25,44,57,73,41,0
12,60,37,61,56,26,70,49,49,57,47,55,46,29,31,57,20,1
12,50,48,61,85,47,59,38,75,48,29,48,75,57,30,46,57,1
12,70,35,78,69,85,54,66,61,48,29,54,50,67,51,81,57,1
12,51,57,41,53,54,56,83,27,30,62,49,39,52,50,15,32,1
12,45,40,60,38,77,60,39,71,16,54,51,47,38,30,68,38,1
12,40,69,44,65,68,42,78,68,60,70,70,37,50,37,48,35,1
12,69,26,50,62,62,65,53,33,56,56,69,87,65,41,52,83,0
12,51,70,23,50,56,39,28,43,46,20,47,33,59,18,29,30,1
12,73,46,21,32,32,37,43,30,36,66,40,40,34,49,58,78,0
12,61,50,43,48,31,51,74,28,36,59,53,27,15,50,40,34,1
12,35,54,49,47,38,77,57,68,36,30,67,35,59,30,31,56,1
13,54,57,25,26,60,43,52,66,23,29,42,49,67,37,20,24,1
13,62,23,68,53,30,55,45,40,64,38,69,72,65,61,39,37,1
13,55,33,73,29,59,37,41,58,79,84,49,65,45,49,51,52,1
13,40,71,49,82,69,71,44,67,31,38,64,61,39,54,42,71,1
13,54,54,57,42,46,17,31,22,70,57,34,38,59,29,57,62,0
13,66,50,68,43,34,42,53,28,53,53,87,32,62,55,62,60,0
13,65,35,66,46,68,69,39,44,22,48,49,69,35,54,35,56,0
13,40,62,49,60,20,42,70,51,61,57,52,51,71,36,77,82,0
13,51,35,30,61,64,46,35,67,45,31,18,25,59,39,55,35,1
13,40,68,64,59,47,57,63,23,29,51,25,40,72,51,46,30,1
13,73,74,57,67,37,58,73,41,52,45,31,71,24,54,55,53,1
13,58,67,71,41,48,25,51,67,73,61,50,85,39,77,51,71,0
13,71,42,71,66,32,61,42,49,30,52,46,50,64,45,16,45,1
13,88,53,71,55,68,57,46,80,60,58,53,43,40,62,83,34,0
13,40,84,67,67,48,52,60,43,52,65,45,56,66,28,46,31,1
13,46,78,65,57,34,31,48,58,61,61,64,62,31,80,60,83,0
13,46,26,48,51,80,62,46,60,31,20,59,61,52,38,50,25,1
13,51,58,39,61,60,60,17,53,60,63,41,89,68,65,41,59,0
13,40,38,59,48,28,30,60,22,63,69,31,32,41,63,47,56,0
13,54,70,63,46,62,41,69,91,41,52,34,68,44,42,68,74,1
13,64,34,52,70,68,36,65,34,54,39,54,29,62,26,51,22,1
13,50,79,70,92,49,65,67,48,47,87,34,53,45,51,62,60,1
13,34,45,38,49,43,71,76,64,72,69,32,67,64,87,59,59,0
13,79,39,58,35,43,63,56,42,56,53,47,40,26,67,19,36,1
13,47,60,35,70,31,47,72,37,73,66,68,68,38,69,56,35,0
13,41,38,47,22,49,15,20,59,50,64,30,50,47,68,34,34,1
13,30,66,17,47,44,44,50,62,15,47,26,63,24,24,38,45,1
13,58,26,39,57,50,53,80,49,48,65,53,40,58,80,81,62,0
13,39,70,45,41,39,22,27,31,64,72,35,39,46,31,55,47,0
13,41,38,62,82,39,52,48,63,17,64,45,50,33,34,46,54,1
13,33,78,49,58,60,79,61,74,73,52,48,38,74,49,57,33,1
13,66,25,50,33,38,53,31,18,76,46,40,60,50,48,52,21,0
13,54,49,74,54,22,47,33,43,51,79,76,35,51,60,43,60,0
13,52,84,57,37,62,69,44,65,30,67,45,45,42,28,69,56,1
13,57,61,55,67,40,30,70,32,72,67,56,72,41,36,69,74,0
13,63,73,37,62,39,62,75,38,55,52,44,65,54,24,51,28,1
13,55,86,82,60,69,40,57,53,61,26,66,49,47,41,77,48,0
13,47,17,58,61,39,52,35,50,52,69,29,42,73,62,64,49,0
13,39,73,45,30,30,44,43,26,22,66,56,57,62,51,66,36,0
13,58,64,95,58,51,56,81,52,46,57,44,75,52,33,49,76,1
13,67,65,61,33,63,58,33,44,26,50,30,66,33,59,28,51,0
13,57,48,47,19,70,54,45,37,48,22,54,37,17,30,56,32,1
13,60,57,46,75,72,55,63,31,45,66,31,25,64,52,42,59,0
13,32,48,72,53,37,69,58,65,56,87,76,64,74,61,57,41,1
13,81,58,41,39,76,56,46,56,52,55,52,30,70,49,50,25,1
13,29,60,39,63,19,53,30,36,68,40,60,52,52,32,34,70,0
13,34,52,67,51,75,69,40,49,35,22,48,70,45,52,62,32,1
13,50,47,61,92,51,48,64,43,36,36,31,51,37,59,77,49,1
13,49,23,29,50,24,59,37,22,21,49,40,54,38,57,46,68,0
13,17,35,20,40,33,21,56,56,41,60,59,25,49,32,38,63,1
13,76,72,54,48,69,38,78,78,41,67,47,80,58,69,39,41,0
13,45,74,46,34,49,35,18,45,38,77,50,71,35,59,42,66,0
13,17,45,38,47,60,44,41,19,58,44,37,23,56,48,71,45,0
13,34,52,53,68,37,73,59,68,49,53,60,28,38,33,71,35,1
13,79,73,38,57,41,41,45,56,49,67,50,43,58,17,35,37,1
13,40,17,43,27,47,68,37,26,41,63,39,64,37,52,29,66,0
13,41,69,45,43,41,25,41,15,72,34,65,35,63,35,55,53,0
13,64,74,57,49,44,71,50,91,72,64,33,67,45,38,61,44,1
13,46,22,32,48,59,63,38,67,54,50,48,33,85,56,63,60,1
13,58,37,51,37,77,39,49,64,16,29,35,51,45,49,63,37,1
13,78,48,49,65,65,57,46,88,37,64,35,66,79,46,47,48,1
13,24,62,40,64,48,43,52,31,61,40,73,67,53,48,67,27,0
13,59,59,62,89,43,50,71,83,62,36,49,83,54,47,62,40,1
13,49,41,69,71,89,65,55,61,56,53,58,31,32,70,54,69,0
13,54,48,77,44,36,42,53,31,44,16,39,39,45,60,17,38,1
13,31,25,39,41,55,20,59,49,48,49,27,59,31,75,60,51,0
13,38,44,59,66,35,35,73,66,56,37,46,30,17,38,62,61,1
13,52,57,32,46,81,55,62,63,61,35,50,60,40,50,52,18,1
13,60,67,80,52,37,59,42,41,42,54,44,33,29,48,32,77,0
13,50,40,43,62,80,36,58,48,76,42,82,67,77,52,61,46,0
13,32,38,36,40,67,27,59,64,64,32,46,49,42,52,71,77,0
13,43,61,20,56,62,50,59,34,85,71,42,61,54,68,48,50,0
13,53,53,53,83,57,39,37,47,48,41,65,50,30,57,20,40,1
13,87,89,58,52,51,68,59,54,64,53,69,59,33,46,33,70,1
13,40,68,86,45,51,66,53,41,62,42,35,20,44,52,70,43,1
13,43,75,47,46,35,36,26,60,57,72,57,40,34,52,74,75,0
13,79,50,64,71,68,75,54,35,69,34,52,58,64,44,65,33,0
13,38,27,69,44,70,55,56,41,51,71,51,70,62,38,83,54,1
13,35,63,53,61,64,60,83,42,59,49,68,35,23,41,50,59,1
13,30,36,46,68,25,18,24,37,21,52,72,54,44,42,34,36,0
13,62,71,63,60,55,48,68,96,75,65,58,35,66,64,38,39,1
13,35,56,72,48,51,42,69,74,69,63,53,62,48,83,89,47,0
13,69,24,61,38,33,53,50,44,45,77,27,58,65,56,55,69,0
13,57,52,44,65,46,88,60,37,32,27,47,31,43,61,62,65,1
13,20,21,51,58,50,46,34,41,41,45,83,50,31,58,47,39,0
13,49,58,75,62,52,22,48,50,50,52,76,56,54,51,66,92,0
13,37,36,68,62,48,60,32,65,30,58,29,39,53,45,62,17,1
13,72,56,79,57,56,34,71,70,30,46,36,48,54,68,75,49,0
13,59,74,41,66,67,90,45,71,73,78,42,53,58,38,34,59,1
13,71,65,66,68,35,40,61,38,66,59,56,83,46,49,87,75,0
13,40,57,38,60,45,15,46,55,41,38,72,67,35,51,71,64,0
13,20,33,60,19,51,39,41,41,36,70,56,41,52,42,25,67,0
13,61,47,49,49,79,30,52,43,31,61,61,80,52,80,55,62,0
13,78,53,38,47,29,56,48,51,85,48,65,68,66,51,74,37,0
13,74,46,49,83,53,70,54,44,62,32,45,48,36,34,73,64,0
13,75,44,43,35,48,67,33,58,35,27,42,40,69,37,45,21,1
13,26,44,67,36,37,35,62,46,63,27,60,47,49,72,50,66,0
13,38,74,30,29,39,59,57,44,54,39,71,64,40,42,74,74,0
13,33,61,57,45,39,68,23,59,45,54,54,46,50,24,30,16,1
13,47,45,60,26,27,65,58,56,35,56,37,32,20,66,35,23,1
13,67,50,46,48,38,15,37,57,32,59,28,22,44,20,56,22,1
13,64,59,66,49,21,34,45,40,33,29,21,21,51,33,55,58,0
13,74,38,28,31,49,52,55,32,39,62,60,46,37,49,71,75,0
13,73,43,67,55,75,35,45,48,28,64,48,31,52,31,47,62,0
13,47,81,55,38,67,58,40,60,28,31,35,55,62,31,54,57,1
13,35,23,52,52,74,44,43,44,39,73,33,53,54,75,57,48,0
13,63,49,75,48,82,60,52,35,56,37,61,64,56,26,29,55,1
13,60,54,44,65,53,17,45,34,47,24,57,58,18,35,23,37,1
13,49,41,69,55,41,61,80,35,92,70,73,50,51,63,43,68,0
13,34,62,71,42,40,37,32,62,37,27,57,30,26,16,50,48,1
13,44,69,58,71,52,30,57,71,35,41,29,38,70,57,59,41,1
13,62,59,72,73,50,70,28,58,51,80,48,39,57,27,40,47,1
13,66,30,60,49,47,57,40,27,34,70,55,57,82,52,46,68,0
13,60,19,24,42,28,42,53,42,47,26,60,35,48,71,52,56,0
13,77,72,43,44,79,67,60,72,38,69,42,77,45,65,58,41,1
13,54,67,49,24,29,51,55,28,17,36,54,54,20,35,23,36,1
13,31,54,30,62,48,60,35,22,76,36,66,44,41,40,62,55,0
13,33,41,80,45,57,42,47,40,64,38,27,58,42,22,34,31,1
13,68,47,54,79,67,82,75,38,58,81,40,47,36,71,51,42,1
13,29,49,37,29,52,46,27,67,32,51,62,48,63,44,40,79,0
13,61,67,20,57,46,52,66,50,60,29,33,43,34,49,22,64,0
13,37,54,60,67,65,89,47,61,46,38,62,48,69,23,39,62,1
13,62,41,42,37,41,23,65,59,58,28,46,28,18,41,46,20,1
13,60,48,24,50,69,47,35,62,65,63,39,75,56,49,84,46,0
13,34,50,74,57,66,80,67,65,35,66,61,50,82,44,40,44,1
13,70,60,26,43,69,56,53,62,68,46,49,58,66,68,91,79,0
13,41,51,59,39,22,18,26,39,62,29,21,56,53,54,48,52,0
13,42,54,66,32,45,76,38,47,47,28,51,46,54,56,15,25,0
13,56,32,47,32,51,44,16,58,58,51,72,24,44,51,53,66,0
13,36,40,44,30,66,34,22,62,49,70,45,49,74,60,31,46,0
13,37,50,35,52,36,66,24,59,46,78,61,51,45,61,66,31,1
13,31,40,70,63,52,59,42,70,71,50,36,21,47,50,45,38,1
13,59,30,56,45,21,57,40,21,32,67,42,54,39,59,42,76,0
13,31,54,69,46,27,65,33,54,86,55,51,41,71,41,61,55,0
13,43,51,38,53,83,70,55,63,58,78,57,47,26,48,39,38,1
13,60,77,41,43,66,52,64,28,42,70,56,47,29,21,41,40,1
13,55,30,41,48,26,25,67,35,23,44,54,65,32,55,71,48,0
13,43,34,52,66,48,77,58,67,47,33,67,24,64,42,38,49,1
13,32,39,61,77,67,49,59,48,24,48,52,26,60,60,63,35,1
13,57,51,74,34,60,51,31,58,59,40,20,37,40,53,24,56,1
13,58,24,21,62,33,39,49,25,27,74,57,31,55,49,43,56,0
13,65,55,26,69,68,64,40,61,28,64,44,42,38,28,72,52,0
13,29,55,44,61,78,44,47,58,49,32,46,62,23,49,38,21,1
13,68,35,58,86,71,54,69,55,60,54,66,47,29,70,40,64,0
13,60,23,51,58,63,73,64,52,44,42,55,22,48,66,60,27,0
13,59,34,44,58,54,47,80,65,74,47,40,40,60,33,31,38,1
13,47,20,48,71,43,64,42,36,35,22,30,24,32,30,46,69,1
13,56,51,54,50,62,38,87,58,67,43,28,66,31,52,57,42,1
13,51,50,75,59,29,45,42,72,57,48,17,54,28,56,41,50,1
13,37,30,16,64,41,27,48,53,76,29,43,51,58,46,40,61,0
13,26,51,29,24,34,43,21,67,47,33,50,64,38,68,22,46,1
13,47,54,36,52,75,25,33,44,50,50,82,58,55,64,31,50,0
13,45,68,25,46,63,65,34,53,80,39,54,52,59,71,82,48,0
13,36,50,68,62,41,55,48,24,29,26,42,54,64,29,28,31,1
13,66,41,52,57,24,44,64,61,43,26,76,31,30,36,34,46,0
13,76,77,50,70,39,78,50,77,58,33,76,54,70,45,39,69,1
13,88,83,48,49,62,72,55,51,68,74,51,75,49,43,38,40,1
13,78,50,61,80,69,77,53,43,59,55,35,52,60,85,40,45,1
13,74,46,42,37,75,36,56,58,71,92,46,69,62,48,57,52,1
13,64,57,81,61,73,48,31,55,36,64,35,24,69,54,45,57,1
13,35,44,45,47,53,64,50,15,27,55,15,50,40,26,46,25,1
13,76,53,65,31,43,45,40,42,60,54,62,42,44,76,87,55,0
13,55,47,47,38,81,67,53,39,63,22,39,25,65,46,43,42,1
13,40,56,61,68,35,40,22,42,65,42,29,44,67,50,62,75,0
13,50,24,28,64,54,58,59,41,45,59,35,22,27,46,39,15,1
13,42,44,19,53,65,37,26,44,51,54,47,80,34,50,33,64,0
13,68,31,38,53,60,44,36,70,49,40,24,67,20,54,43,37,1
13,69,32,55,75,40,40,44,62,78,53,44,57,69,66,48,86,0
13,51,33,34,30,62,62,63,54,38,58,69,78,74,54,42,52,1
13,36,58,30,71,36,58,43,61,18,45,36,50,27,64,51,28,1
13,37,27,51,37,58,42,21,17,59,30,50,33,30,64,60,50,0
13,50,69,33,37,60,71,76,52,46,37,18,61,61,44,58,49,1
13,46,33,39,78,59,35,46,57,33,49,21,42,24,36,60,55,1
13,45,56,45,47,36,58,17,60,47,30,75,59,74,49,57,56,0
13,30,38,35,55,46,63,62,67,44,42,31,47,26,68,30,27,1
13,75,60,69,26,69,66,53,70,54,81,55,30,45,45,58,35,1
13,40,48,45,30,63,49,20,24,36,56,81,50,44,37,44,40,0
13,39,66,38,60,57,82,55,70,29,57,70,57,58,40,29,56,1
13,45,32,56,54,24,18,23,31,42,61,32,49,15,60,42,56,0
13,32,54,34,26,73,44,53,55,46,58,73,58,70,73,33,51,1
13,57,31,47,51,72,26,59,56,40,36,16,62,57,32,34,41,1
13,57,62,31,66,26,56,29,49,58,17,25,25,53,42,47,26,1
13,45,48,59,25,75,41,45,58,39,18,55,38,46,25,27,65,0
13,44,74,81,76,51,78,50,54,60,54,56,62,62,22,47,69,1
13,48,63,53,31,73,39,36,57,70,42,42,68,70,71,75,43,0
13,54,57,31,66,65,39,27,34,34,20,19,36,61,55,26,43,0
13,81,53,42,46,55,66,67,77,52,25,67,50,60,64,36,46,1
13,75,76,57,80,59,41,53,76,60,39,38,47,75,68,36,65,1
13,40,51,59,30,28,63,59,68,41,71,43,43,57,73,63,77,0
13,35,36,65,25,56,61,30,54,33,38,47,60,75,56,57,70,0
13,22,23,57,61,27,30,42,41,52,51,31,40,33,46,78,56,0
13,39,66,17,27,49,52,37,50,50,43,32,73,56,35,58,67,0
13,34,59,47,49,65,76,29,57,49,78,73,64,39,51,79,69,1
13,63,46,66,63,26,66,50,76,34,36,47,60,47,42,78,34,0
13,39,75,35,48,51,28,40,60,67,76,38,59,45,31,58,66,0
13,69,74,66,60,45,37,77,52,73,58,71,48,49,44,28,41,1
13,57,26,41,65,42,66,67,53,51,63,65,78,70,32,73,71,0
13,19,46,60,29,55,23,32,49,23,63,35,57,46,59,52,61,1
13,57,30,41,68,28,43,25,32,34,47,61,82,39,46,61,46,0
13,54,54,47,46,82,39,73,51,61,66,48,79,57,57,93,59,0
13,47,46,72,64,63,60,28,70,52,50,21,71,61,31,42,43,1
13,37,66,60,59,35,70,46,73,34,54,43,44,29,41,76,47,1
